age,Dept,location,education,recruitment_type,job_level,rating,onsite,awards,Certification,Salary,Age in Company,Hike,Weight,satisfied
34.35,3,1,2,1,2,3,1,7,0,86114,6.05,24,54,1
45.65,4,1,1,2,1,4,0,1,0,87710,21.56,17,44,1
54.95,1,2,2,3,3,2,1,10,1,169514,17.76,19,66,0
29.19,5,2,2,1,3,4,1,4,1,174327,4.32,10,75,0
40.63,2,2,2,3,3,1,1,10,1,119215,11.83,29,89,1
51.67,2,1,2,1,2,3,1,6,1,196573,3.14,21,50,0
44.99,2,1,1,2,2,5,0,5,1,58435,12.17,25,51,0
24.98,3,2,1,4,2,1,0,4,1,61039,3.25,11,50,0
30.62,1,2,2,1,3,1,1,1,0,78646,0.5,10,58,1
56.12,2,2,2,1,2,1,1,12,1,59565,30.66,12,82,0
39.14,2,1,1,4,1,2,0,12,1,165587,17.64,7,60,0
27.34,3,1,2,1,1,5,1,9,0,51185,4.88,23,84,0
39.49,4,1,2,1,1,1,1,7,0,173404,11.02,19,59,1
24.55,5,2,2,1,1,3,1,5,1,99708,1.19,10,54,0
39.38,5,1,1,2,3,4,0,9,0,71916,4.89,10,45,0
53.92,2,1,2,1,2,4,1,1,0,131923,17.56,2,62,1
31.12,4,2,2,3,2,2,1,5,1,92011,5.19,0,80,0
21.83,1,1,2,1,3,2,1,7,0,61424,0.0,11,77,0
44.6,2,1,2,3,3,3,1,8,0,114153,22.97,21,59,1
55.95,1,1,1,4,2,4,0,2,0,103066,12.48,22,54,1
34.58,2,1,1,1,1,4,0,9,0,85026,0.9,2,54,0
36.68,3,2,1,2,5,4,0,11,1,83042,3.73,15,50,1
31.18,3,1,1,3,5,4,0,5,1,87305,4.19,25,59,1
54.75,4,1,1,2,2,1,0,2,0,109586,3.44,11,44,1
46.67,3,1,1,2,1,1,0,6,1,167537,0.08,20,43,1
40.13,1,1,2,1,2,3,1,10,1,49300,14.79,18,81,0
50.44,1,1,2,1,3,1,1,9,0,67164,3.89,5,75,0
44.18,4,1,1,1,2,2,0,6,1,94110,17.12,12,43,1
51.35,1,1,2,1,2,4,1,11,1,161662,1.71,7,79,1
44.04,4,1,2,1,3,3,1,2,0,103840,4.48,24,50,1
53.16,5,1,1,4,2,1,0,12,1,152803,13.6,25,58,0
49.23,3,1,1,2,3,3,0,9,0,89420,23.87,29,43,0
39.33,2,1,2,1,2,3,1,6,1,99051,8.09,14,87,0
42.61,4,1,2,3,2,4,1,11,1,81710,9.69,26,89,1
26.05,2,2,2,1,4,5,1,7,0,89074,4.06,25,70,0
28.44,3,1,2,1,3,5,1,9,0,70956,0.84,23,52,0
27.49,3,1,2,1,1,4,1,3,0,183388,2.33,25,79,1
31.85,4,2,1,4,2,3,0,11,1,101866,3.71,25,52,1
50.31,3,2,1,4,1,3,0,12,1,49114,15.58,8,51,0
49.42,3,1,2,3,4,3,1,10,1,169315,23.81,19,90,1
39.43,2,1,1,3,3,2,0,6,1,152883,9.13,20,46,1
29.11,1,1,1,1,3,4,0,3,0,79670,0.33,1,44,1
48.06,2,1,2,3,1,2,1,1,0,176838,2.56,12,62,0
35.38,3,1,1,4,5,3,0,5,1,122747,6.17,30,47,1
46.95,3,1,2,3,2,5,1,2,0,122781,13.45,18,55,1
53.58,2,1,2,3,4,4,1,1,0,79387,18.5,12,57,1
35.89,4,1,1,4,2,3,0,11,1,169442,10.69,29,47,1
57.6,3,1,1,2,2,4,0,7,0,49661,33.05,21,54,1
28.53,2,1,1,4,5,5,0,3,0,187859,4.39,27,57,1
28.75,1,1,1,2,1,2,0,3,0,66694,2.4,22,47,1
27.34,5,2,2,1,3,3,1,2,0,179905,5.45,24,67,1
42.92,3,1,2,1,1,3,1,2,0,141122,8.48,2,86,1
27.9,3,1,1,4,2,4,0,11,1,64921,5.7,6,47,1
35.96,3,1,2,3,5,4,1,12,1,181169,7.61,13,76,1
52.41,4,1,1,2,1,1,0,3,0,159488,22.37,27,53,1
27.29,5,1,1,3,4,4,0,9,0,73350,3.88,12,42,0
56.45,3,2,1,2,2,5,0,9,0,55308,30.9,23,57,0
21.86,4,1,1,1,2,2,0,11,1,88799,0.66,18,47,1
21.02,1,1,1,2,1,5,0,7,0,40230,0.02,10,46,0
58.22,2,1,1,3,1,3,0,5,1,60222,16.22,8,53,0
34.79,4,2,1,1,2,3,0,1,0,127387,4.5,11,56,0
51.95,3,2,2,1,4,3,1,7,0,134476,17.04,2,87,1
54.61,2,2,1,4,3,4,0,2,0,117457,33.44,29,59,1
58.3,4,2,1,2,2,1,0,5,1,185772,11.21,19,43,0
46.25,2,1,2,1,1,1,1,7,0,159059,7.07,8,81,0
57.05,2,2,1,2,3,5,0,2,0,134500,24.43,0,41,0
37.49,3,2,1,3,5,4,0,5,1,192269,16.21,19,46,1
39.69,2,2,2,1,3,1,1,2,0,96688,14.47,18,70,0
44.33,2,1,2,1,1,3,1,9,0,60255,18.9,18,82,0
47.79,3,2,1,4,1,5,0,5,1,129075,22.26,13,57,1
26.5,4,1,1,4,1,2,0,3,0,194051,4.38,12,50,1
45.64,2,2,2,1,2,2,1,10,1,174817,0.76,4,81,0
28.25,1,1,2,1,5,4,1,2,0,95439,3.45,15,50,1
56.15,5,2,2,1,3,2,1,10,1,54813,1.77,12,68,0
36.37,3,2,1,2,1,4,0,3,0,42970,12.34,20,57,1
52.98,2,1,2,1,5,2,1,4,1,189661,11.27,10,63,1
23.44,3,1,2,1,3,3,1,7,0,126104,2.01,15,84,1
37.94,4,2,2,3,5,3,1,7,0,97231,4.0,0,66,1
59.33,3,2,1,2,3,3,0,10,1,192474,3.77,9,57,0
30.61,4,2,2,3,3,4,1,7,0,70876,6.07,10,83,1
23.02,4,1,2,1,5,4,1,10,1,173277,1.77,27,90,1
48.27,2,1,2,1,1,5,1,12,1,123253,17.66,28,66,1
45.54,1,1,2,3,5,3,1,2,0,131790,0.44,18,63,0
37.01,3,2,1,2,2,1,0,9,0,80779,13.92,14,41,0
46.32,4,2,2,3,3,3,1,12,1,60012,16.6,16,63,1
27.12,3,1,1,2,2,5,0,2,0,113710,2.47,3,49,0
39.62,5,2,1,2,5,4,0,11,1,128429,11.72,30,46,1
44.75,1,2,1,2,3,2,0,7,0,66840,16.05,16,45,1
41.36,4,1,2,3,3,1,1,4,1,53899,13.3,26,52,0
52.76,4,1,2,1,1,3,1,6,1,155837,31.15,24,82,1
44.13,4,2,2,1,2,4,1,2,0,130681,5.44,6,56,1
37.94,2,2,2,3,2,3,1,6,1,194187,13.1,11,76,0
21.4,3,1,2,1,2,4,1,6,1,109558,0.14,6,76,0
49.32,4,1,2,1,1,2,1,4,1,155777,20.34,17,87,1
39.1,4,2,2,1,5,4,1,10,1,150118,15.77,22,65,1
31.82,5,1,1,4,3,1,0,4,1,118100,5.3,20,59,0
45.36,5,1,1,4,3,4,0,1,0,111137,17.53,7,54,1
40.22,2,1,1,3,3,3,0,7,0,71078,6.0,29,51,0
40.52,3,1,1,2,5,4,0,10,1,44094,15.79,8,56,1
53.18,3,2,1,1,2,1,0,2,0,116521,8.49,2,59,1
42.39,1,2,2,1,1,4,1,6,1,154819,15.09,25,57,0
50.74,2,1,1,4,1,5,0,2,0,183198,9.47,0,55,1
41.8,5,1,2,1,4,3,1,6,1,138246,1.12,30,66,0
42.89,4,1,2,1,1,1,1,5,1,182546,3.17,17,81,1
26.32,1,1,1,4,1,4,0,8,0,71315,3.97,27,45,0
49.48,1,1,1,2,2,4,0,12,1,129995,18.6,12,52,0
33.33,3,2,2,1,2,1,1,2,0,128986,10.42,6,72,1
31.39,4,1,2,3,2,2,1,7,0,116925,3.02,28,84,1
37.22,2,2,2,3,2,1,1,5,1,108373,4.19,26,65,0
45.87,3,1,2,1,1,2,1,4,1,58238,2.25,15,80,1
21.95,2,2,2,1,3,3,1,6,1,106014,0.15,5,82,0
41.22,5,1,1,2,2,4,0,2,0,140568,9.46,20,55,0
43.82,5,2,2,1,1,3,1,3,0,53264,3.4,2,57,0
31.65,4,2,1,4,3,3,0,6,1,56101,8.16,26,57,1
50.45,2,2,1,2,5,3,0,9,0,174808,5.86,13,58,1
28.47,4,1,2,1,2,5,1,6,1,107038,4.13,1,61,1
41.08,3,1,2,3,1,2,1,6,1,155299,6.11,16,75,1
39.42,1,1,2,1,1,2,1,3,0,105664,12.37,29,86,0
22.07,2,1,2,3,2,5,1,8,0,119127,0.98,29,89,0
58.35,2,2,2,1,1,4,1,5,1,195058,1.19,12,76,1
30.66,5,1,1,1,1,3,0,8,0,168312,0.94,0,58,0
45.08,4,1,1,2,3,3,0,9,0,75413,3.88,2,42,0
32.0,3,1,2,3,2,5,1,5,1,63512,5.24,1,59,1
51.6,3,1,2,1,1,3,1,4,1,41001,15.29,24,56,1
40.42,2,1,1,3,2,3,0,5,1,193174,17.2,6,46,0
26.38,4,2,2,1,1,3,1,3,0,72741,2.41,21,53,1
35.9,4,2,2,1,3,3,1,8,0,55787,11.94,27,62,1
38.07,3,1,1,3,1,4,0,10,1,151405,2.75,21,49,1
26.92,5,2,1,4,1,2,0,7,0,120285,3.01,12,54,0
21.37,2,2,1,2,4,2,0,7,0,196447,0.04,18,49,1
25.37,3,2,1,4,1,4,0,6,1,169554,0.14,3,59,1
59.18,5,2,2,1,5,4,1,12,1,155456,12.6,8,65,0
50.92,1,2,1,4,2,3,0,10,1,72077,23.8,0,58,0
30.95,5,1,2,1,2,4,1,1,0,169235,5.53,28,58,1
47.46,1,1,1,2,1,2,0,3,0,166698,1.36,24,45,0
31.41,1,1,2,1,1,5,1,11,1,137501,9.68,16,52,1
23.9,1,1,1,2,1,1,0,6,1,85513,0.15,26,42,1
38.36,2,1,1,2,3,3,0,3,0,130216,10.39,29,53,1
29.18,5,2,2,1,5,3,1,8,0,159885,7.96,11,68,0
38.86,5,1,1,2,2,4,0,11,1,89541,17.74,29,57,1
39.53,3,1,2,1,2,4,1,11,1,154587,10.69,6,79,1
28.62,2,2,2,1,3,3,1,11,1,187410,6.73,9,58,1
30.99,3,2,1,2,1,1,0,2,0,195063,6.45,10,43,1
40.66,2,1,2,3,1,5,1,5,1,43735,3.2,10,64,1
42.19,3,1,2,1,1,3,1,6,1,152823,3.08,13,69,1
47.14,4,1,1,4,1,4,0,10,1,170239,10.82,13,53,1
32.32,1,1,2,1,3,2,1,11,1,193959,1.73,18,57,1
46.56,1,2,2,3,3,4,1,9,0,84898,4.83,29,69,1
41.44,2,2,1,4,2,3,0,11,1,115780,10.68,24,45,1
24.11,3,1,1,2,5,3,0,5,1,62033,0.2,9,59,1
29.01,3,2,1,2,1,5,0,1,0,96583,2.5,16,50,1
58.36,4,1,2,1,4,3,1,5,1,83000,16.19,20,61,1
53.59,5,1,1,3,2,4,0,6,1,83544,31.13,7,44,1
28.08,2,1,1,4,2,2,0,2,0,152529,0.42,11,47,1
52.9,3,1,1,4,1,2,0,11,1,43727,5.67,3,50,0
50.44,1,2,1,4,1,2,0,10,1,105669,10.78,21,43,1
43.1,3,1,2,1,3,1,1,8,0,143235,14.93,30,84,1
51.39,4,2,2,1,5,2,1,10,1,110370,14.83,24,64,1
35.26,5,1,1,1,3,4,0,12,1,119464,7.62,7,53,0
28.28,5,1,2,1,5,2,1,2,0,70686,0.48,13,79,0
59.16,3,2,1,2,2,3,0,4,1,191504,15.27,23,55,0
29.75,3,1,2,1,1,3,1,8,0,175604,6.97,25,78,1
21.31,4,1,2,3,3,4,1,6,1,133646,0.12,12,83,1
47.92,2,1,2,1,2,2,1,2,0,78492,19.48,12,83,0
21.18,2,1,1,2,2,4,0,6,1,57031,0.15,21,59,0
56.68,4,2,1,2,3,4,0,3,0,152185,10.38,18,47,0
33.74,5,1,1,2,5,3,0,9,0,84408,6.89,18,40,0
40.47,1,1,1,2,2,2,0,12,1,144682,2.65,22,52,1
50.24,1,1,2,1,4,4,1,3,0,143030,4.33,11,69,1
52.03,2,1,1,2,3,3,0,10,1,40476,19.77,29,51,0
53.18,4,1,1,2,2,3,0,6,1,180667,30.1,13,51,0
26.64,1,2,2,3,1,1,1,5,1,132509,1.19,17,64,0
59.64,3,2,2,1,1,2,1,3,0,189746,20.34,1,86,1
54.46,3,1,2,1,3,2,1,7,0,69745,12.03,26,82,1
37.72,2,1,2,1,3,3,1,5,1,104618,5.21,18,50,0
58.2,5,1,1,2,3,5,0,3,0,45380,17.34,1,56,0
47.38,3,2,1,2,5,5,0,4,1,156952,16.29,1,57,1
45.99,2,1,1,2,1,4,0,1,0,130665,8.57,17,57,1
59.39,3,1,1,3,1,4,0,6,1,74242,24.13,10,42,0
42.52,2,2,1,4,2,2,0,3,0,199361,11.35,10,54,1
37.66,1,2,1,1,2,2,0,7,0,186457,1.0,24,43,1
49.44,1,1,1,2,2,3,0,3,0,47815,9.4,18,53,0
50.69,2,1,2,1,4,2,1,5,1,185798,17.18,16,50,0
35.02,4,1,1,2,3,4,0,9,0,155671,8.85,29,43,1
22.39,2,1,1,2,4,1,0,3,0,124597,1.36,18,43,1
30.99,3,2,1,4,2,4,0,4,1,52184,4.25,17,49,1
58.07,2,1,2,1,2,4,1,4,1,116326,3.3,22,88,1
24.72,3,1,2,3,2,3,1,2,0,93187,0.45,8,77,0
58.69,2,1,1,2,2,1,0,10,1,44741,17.81,0,43,0
36.61,3,1,1,1,4,2,0,5,1,173662,9.21,10,56,1
27.41,3,2,2,1,3,4,1,4,1,146149,5.27,17,68,1
31.71,4,2,1,2,1,4,0,5,1,140944,10.23,15,55,1
54.35,2,1,1,3,1,1,0,11,1,169793,4.71,11,58,0
55.62,2,2,1,2,4,5,0,7,0,153549,5.08,18,46,0
57.58,2,2,2,1,1,4,1,1,0,141371,24.58,12,65,1
48.65,5,1,2,1,2,1,1,3,0,70629,5.37,19,61,0
21.41,2,2,1,2,1,5,0,5,1,194681,0.23,13,45,1
40.18,2,2,2,3,1,4,1,4,1,197050,5.29,12,53,1
29.88,4,2,1,4,4,4,0,3,0,176377,2.41,6,55,1
21.3,2,2,2,3,3,3,1,6,1,149091,0.15,24,64,0
56.58,4,2,1,4,3,2,0,10,1,88868,27.82,17,49,1
41.74,4,2,1,4,2,2,0,10,1,165776,10.75,10,46,1
56.58,3,2,2,3,2,1,1,5,1,76331,17.18,20,85,0
23.97,4,1,1,4,1,2,0,7,0,110828,2.06,27,47,1
48.78,2,2,1,4,1,3,0,10,1,138850,23.83,28,58,1
35.62,2,1,1,2,3,1,0,7,0,90245,4.0,15,50,1
32.37,3,2,1,2,2,3,0,4,1,119682,10.31,21,45,0
45.08,4,2,2,3,2,4,1,7,0,90501,3.08,12,87,1
49.63,3,1,1,2,3,3,0,7,0,70651,9.02,28,44,0
57.44,4,2,2,1,2,2,1,8,0,82380,11.0,4,66,1
43.92,3,2,2,3,3,1,1,12,1,180659,8.64,28,82,1
45.6,2,1,1,4,2,4,0,10,1,155424,7.82,12,58,1
58.97,2,2,2,3,1,2,1,4,1,132328,25.31,3,67,0
27.66,2,1,2,1,1,3,1,2,0,128013,1.47,8,88,0
38.36,1,1,1,1,2,3,0,7,0,191770,8.0,21,49,1
56.58,5,1,1,2,2,1,0,4,1,198068,13.33,29,47,0
44.33,3,1,1,3,1,3,0,5,1,136469,21.22,3,53,1
44.07,1,2,2,1,2,2,1,5,1,79378,0.21,18,67,0
37.75,2,2,2,3,1,5,1,7,0,166307,16.08,4,73,1
42.68,4,1,1,4,5,1,0,5,1,188558,11.23,20,54,0
38.44,1,1,2,1,1,2,1,2,0,142694,0.46,27,62,0
50.27,3,2,1,4,5,4,0,10,1,167619,14.75,22,46,1
41.62,5,2,2,3,3,3,1,1,0,100842,8.5,20,78,1
38.6,2,1,2,1,1,4,1,6,1,147178,10.16,17,71,1
41.73,3,1,1,2,4,4,0,7,0,60151,10.02,7,41,0
50.22,4,2,2,1,3,4,1,3,0,115284,26.36,23,63,1
46.44,3,2,2,3,5,2,1,8,0,77729,14.95,13,75,1
51.64,3,2,1,4,2,4,0,7,0,156869,15.08,1,55,1
41.87,2,1,1,4,1,3,0,5,1,90025,15.24,22,59,0
49.68,5,2,2,1,2,2,1,2,0,48828,7.44,24,69,0
26.14,5,2,2,3,2,3,1,6,1,87602,5.1,11,66,1
42.16,3,2,1,4,3,4,0,6,1,95725,17.15,11,48,1
33.17,4,2,2,1,3,3,1,1,0,88026,8.56,12,89,1
36.75,3,1,2,3,1,5,1,12,1,171115,15.62,29,90,1
29.62,1,2,2,1,3,1,1,6,1,51878,3.15,11,64,0
21.12,5,1,2,3,1,2,1,7,0,49499,0.02,3,86,1
36.2,2,1,2,1,1,4,1,9,0,86899,4.88,11,77,1
40.35,2,1,1,4,3,5,0,5,1,153909,7.25,21,47,1
44.19,2,2,1,1,4,2,0,5,1,45253,4.19,14,60,0
30.55,5,1,1,2,1,4,0,1,0,124099,8.58,2,57,0
39.2,5,1,1,4,1,3,0,8,0,58920,17.99,2,54,0
32.75,5,2,1,2,3,3,0,2,0,170385,0.48,3,47,0
54.16,2,2,2,1,2,4,1,9,0,78207,4.9,20,55,1
46.05,2,1,1,4,1,2,0,10,1,138089,7.78,7,41,0
56.63,5,2,1,2,2,4,0,4,1,198396,3.3,8,60,0
27.01,5,2,1,4,1,3,0,8,0,47623,2.92,21,58,0
21.27,1,2,2,1,5,2,1,5,1,79499,0.19,25,84,0
35.3,2,1,2,1,2,1,1,8,0,155190,5.92,9,80,1
31.64,5,2,1,3,5,3,0,3,0,124163,5.39,24,54,1
57.56,5,1,1,4,1,1,0,1,0,59110,20.5,9,45,0
21.21,2,1,1,2,3,4,0,6,1,78670,0.11,20,48,0
55.58,2,2,2,1,2,1,1,2,0,96779,10.48,0,58,1
50.6,3,1,1,4,3,5,0,12,1,42091,2.58,1,45,0
43.64,2,2,2,1,3,5,1,6,1,157240,22.17,10,89,1
29.12,1,1,1,4,1,5,0,2,0,108542,0.46,8,47,1
39.21,4,2,2,3,2,4,1,2,0,194390,12.44,8,52,1
50.56,3,1,2,1,1,3,1,5,1,187582,5.18,13,63,1
42.8,2,2,2,1,4,3,1,11,1,45808,17.72,7,78,0
56.13,2,1,2,1,1,3,1,12,1,147720,31.66,22,73,1
47.12,1,1,2,3,2,3,1,12,1,42209,9.59,26,57,0
33.79,2,2,1,2,1,5,0,4,1,148065,1.24,2,58,1
36.44,3,1,1,4,2,2,0,4,1,92522,15.33,3,50,1
51.77,2,2,1,4,2,4,0,8,0,103086,13.99,28,40,1
54.3,2,2,1,2,3,4,0,8,0,89587,25.94,4,54,1
48.27,2,2,2,3,2,4,1,7,0,145504,18.08,28,52,1
27.3,3,2,1,2,3,2,0,6,1,41492,5.09,23,51,1
40.55,1,2,1,2,3,4,0,1,0,152308,6.5,23,40,1
47.33,2,1,1,2,5,4,0,9,0,133522,11.88,12,59,0
51.16,3,2,2,3,1,4,1,6,1,118894,20.11,28,61,1
58.91,1,1,2,3,1,1,1,12,1,165737,15.61,26,64,0
24.44,2,2,2,1,1,2,1,7,0,166333,3.04,19,55,1
43.86,4,2,2,1,4,3,1,7,0,91173,12.03,22,70,1
45.34,2,2,1,1,5,5,0,2,0,126760,9.43,17,45,1
40.16,4,1,2,1,1,3,1,8,0,59678,5.95,11,77,0
41.36,2,2,2,3,3,2,1,7,0,131890,14.07,26,56,1
34.12,2,2,2,3,1,5,1,3,0,172356,3.35,2,61,1
59.89,2,1,1,2,1,4,0,2,0,149658,3.43,23,58,0
37.75,2,1,1,2,2,4,0,12,1,191649,14.65,9,49,1
28.67,3,2,2,1,2,3,1,1,0,133987,0.56,22,56,1
39.42,2,2,2,1,3,4,1,5,1,132040,9.2,20,67,1
52.59,2,1,2,1,3,3,1,4,1,92676,16.32,21,62,1
22.73,2,1,1,4,2,4,0,2,0,136383,1.44,20,40,0
37.68,2,1,1,4,2,4,0,11,1,58416,9.72,17,48,1
53.65,2,2,2,1,3,2,1,2,0,162853,7.45,16,59,1
46.42,5,1,2,1,3,3,1,4,1,147934,10.28,3,50,1
45.95,2,1,2,1,2,4,1,6,1,47524,19.12,19,81,1
58.19,3,1,1,4,3,5,0,10,1,134251,18.78,6,50,0
23.78,5,1,2,3,1,4,1,7,0,67576,0.06,8,64,0
32.07,5,1,2,1,3,3,1,11,1,77081,10.72,30,77,0
23.61,3,1,2,1,1,4,1,12,1,90121,1.64,29,69,0
37.9,2,1,2,3,2,1,1,6,1,76342,6.12,18,58,1
25.34,2,2,1,4,3,1,0,2,0,71652,2.47,7,53,0
26.44,1,1,1,4,5,5,0,5,1,133800,2.22,3,43,1
29.72,1,1,2,1,3,2,1,8,0,73128,1.96,25,54,1
58.0,3,1,1,2,3,3,0,6,1,187828,15.12,17,51,0
47.96,1,2,1,2,2,3,0,1,0,75674,4.55,24,44,0
53.12,1,2,2,1,1,3,1,5,1,106303,13.19,5,79,0
42.64,3,2,1,4,1,5,0,1,0,81908,15.55,19,59,1
40.63,5,1,2,3,1,2,1,12,1,102621,2.65,6,86,1
53.84,2,2,2,3,5,3,1,2,0,67896,7.47,27,67,0
44.91,2,2,2,3,3,4,1,3,0,159835,15.39,3,79,1
42.54,3,1,1,2,3,4,0,8,0,190728,2.92,10,49,0
41.38,2,2,1,2,1,3,0,12,1,127920,15.59,0,55,1
36.26,4,1,2,3,5,4,1,12,1,96724,11.65,30,87,1
58.3,3,2,2,3,5,3,1,10,1,119170,9.77,13,85,1
30.93,3,2,2,1,1,3,1,1,0,55261,8.55,23,64,1
34.77,4,2,2,3,1,2,1,2,0,66704,10.42,22,86,1
39.07,5,2,2,1,3,5,1,4,1,123224,16.3,0,70,0
58.99,3,1,2,1,3,1,1,4,1,71115,15.31,5,52,1
50.13,2,1,1,2,3,5,0,8,0,145088,3.98,14,54,0
50.81,2,2,2,1,2,4,1,7,0,160233,9.07,3,67,1
59.2,1,2,1,2,1,5,0,1,0,73616,14.54,21,47,1
58.41,5,2,2,3,1,2,1,10,1,47009,25.8,25,70,0
46.82,3,2,2,3,2,2,1,12,1,136194,14.64,17,75,1
38.43,2,2,2,3,5,4,1,1,0,150546,14.53,3,76,1
27.17,2,1,1,2,3,5,0,4,1,91777,0.26,9,56,1
55.15,2,1,1,2,2,3,0,9,0,65221,24.89,17,52,0
47.47,2,1,2,3,1,3,1,4,1,63473,16.26,28,77,0
41.05,1,2,1,4,2,2,0,6,1,142967,10.16,7,41,0
21.57,5,2,2,3,1,5,1,5,1,191741,0.19,7,66,1
54.53,2,2,1,1,3,4,0,1,0,53651,20.52,27,41,1
21.9,3,2,1,4,1,1,0,6,1,73223,0.09,24,52,0
21.0,1,2,1,1,5,3,0,7,0,68599,0.0,9,50,1
54.57,3,1,1,4,3,4,0,2,0,110196,28.48,8,42,0
49.07,3,1,2,1,1,2,1,12,1,132230,11.63,8,81,1
58.76,3,2,2,1,3,5,1,12,1,55649,26.63,9,65,1
35.1,1,1,2,1,4,4,1,1,0,146827,8.52,5,51,1
52.41,2,1,1,4,1,5,0,9,0,158989,22.9,27,40,1
37.98,2,1,1,4,1,2,0,10,1,135422,11.83,5,59,0
34.03,2,1,1,3,1,3,0,6,1,117364,6.13,15,45,1
59.11,2,2,1,2,1,3,0,9,0,107816,19.9,28,59,0
30.92,2,2,2,1,2,2,1,11,1,197622,2.66,23,69,0
46.69,2,2,2,1,3,5,1,7,0,134720,0.07,14,89,1
59.5,5,2,2,3,2,4,1,3,0,133884,11.39,17,78,1
46.23,4,2,2,1,2,4,1,1,0,55015,14.51,12,81,1
37.0,5,1,1,2,1,1,0,11,1,85751,5.74,17,41,0
29.32,1,1,1,4,3,2,0,7,0,41150,3.01,20,51,1
34.3,2,1,2,1,2,4,1,9,0,142133,5.86,8,68,1
24.63,1,1,2,1,1,3,1,3,0,87652,0.35,19,62,1
51.13,3,1,1,2,1,4,0,7,0,175694,0.04,6,55,1
44.2,5,1,1,4,2,4,0,4,1,47768,18.26,30,52,1
54.4,3,2,2,1,1,5,1,10,1,132941,0.78,19,70,1
38.93,3,2,2,3,3,2,1,11,1,123236,2.71,25,76,1
45.88,2,2,1,3,3,5,0,6,1,84919,20.09,2,50,1
39.36,2,2,1,4,2,5,0,5,1,152164,14.25,6,45,1
42.07,3,2,1,2,1,3,0,7,0,43544,11.0,26,42,0
52.7,2,2,1,3,2,3,0,2,0,80058,1.42,18,40,0
44.37,1,2,1,1,4,4,0,12,1,68553,11.62,15,56,1
28.05,3,1,2,1,1,1,1,11,1,198955,5.71,29,50,1
38.43,5,1,2,1,5,3,1,10,1,110086,4.78,21,80,0
45.96,2,2,1,1,4,3,0,4,1,99691,20.28,5,41,0
22.82,1,2,1,2,3,4,0,11,1,191882,0.73,25,44,1
30.18,2,1,2,1,2,2,1,9,0,122292,7.86,6,71,0
27.92,3,2,1,2,3,5,0,10,1,140114,6.76,21,42,1
34.69,5,1,2,1,3,3,1,8,0,169488,9.94,5,71,1
47.04,2,1,1,4,2,1,0,9,0,182842,24.87,6,52,0
52.92,2,1,2,1,1,5,1,12,1,68356,27.59,3,78,1
35.82,1,1,1,2,5,5,0,10,1,105085,2.74,30,45,1
51.32,1,2,2,1,1,4,1,8,0,105084,23.95,13,69,1
57.88,4,2,2,1,3,4,1,10,1,124530,7.76,5,52,1
32.09,4,2,2,1,2,4,1,7,0,77861,3.0,30,79,1
30.71,1,1,1,4,3,4,0,8,0,132859,7.92,8,49,0
47.23,3,1,2,3,2,4,1,2,0,52895,6.42,7,57,1
46.8,3,1,1,4,3,1,0,3,0,67699,8.35,3,40,0
46.76,1,2,2,1,3,1,1,11,1,128551,12.72,15,50,0
22.03,3,2,2,3,3,3,1,11,1,60203,0.66,30,52,1
29.26,4,2,1,2,2,1,0,1,0,72618,0.53,16,45,0
36.33,2,1,1,4,5,4,0,8,0,163256,0.96,2,40,1
26.66,5,1,1,2,2,3,0,2,0,57700,2.48,9,45,0
40.54,5,1,1,4,2,2,0,12,1,145293,15.65,23,59,0
40.2,3,1,1,2,1,3,0,10,1,79732,8.76,23,48,0
21.57,1,2,1,2,5,5,0,5,1,194766,0.17,26,59,1
44.76,1,1,2,3,2,3,1,1,0,164618,23.53,23,66,0
40.8,3,2,2,1,4,4,1,12,1,60207,5.62,4,89,1
22.3,3,1,2,3,2,4,1,2,0,147997,0.47,19,82,0
28.71,3,1,2,1,2,4,1,6,1,110948,4.09,12,88,1
24.7,3,1,2,1,1,1,1,8,0,93138,1.94,28,73,1
37.74,3,1,1,4,2,5,0,2,0,163434,7.45,16,49,1
31.74,2,1,1,3,1,1,0,3,0,51952,10.37,8,53,0
56.5,2,1,2,1,1,4,1,6,1,118182,12.12,9,63,1
33.35,5,1,1,4,3,3,0,8,0,154134,4.91,24,44,0
48.1,5,2,2,1,3,3,1,2,0,92363,13.43,10,87,1
24.17,4,1,1,2,1,3,0,1,0,129423,0.55,22,50,0
56.8,3,2,2,1,3,3,1,12,1,172999,33.62,20,80,1
27.28,4,2,2,1,1,5,1,9,0,128002,2.83,29,51,1
31.93,3,1,1,4,1,5,0,6,1,115795,0.09,16,40,1
30.21,1,1,2,1,4,5,1,5,1,104010,1.19,13,59,1
32.01,3,1,1,2,2,4,0,7,0,154589,7.03,3,41,1
28.24,5,1,2,1,3,2,1,11,1,187178,3.68,6,88,0
29.13,3,1,2,1,2,3,1,3,0,126434,3.37,7,83,1
57.9,3,2,2,3,4,5,1,2,0,187599,26.48,6,84,1
54.64,2,1,1,4,1,4,0,5,1,77298,12.19,8,47,1
25.71,2,1,2,1,1,2,1,6,1,98621,4.16,18,53,1
22.94,2,1,2,1,3,3,1,8,0,113393,0.98,25,69,0
34.25,2,1,1,2,1,4,0,11,1,142856,0.68,12,53,1
52.75,1,1,2,1,5,1,1,1,0,183128,4.56,4,51,1
35.36,2,1,2,1,5,3,1,2,0,66327,12.44,24,87,1
37.39,2,2,2,1,4,4,1,5,1,194688,15.19,29,72,1
